file,best_clique,ants_per_v,final_std,alpha,tmin,tmax,maxCycles,evaporation_rate,p_runs_away_from_maximum,iterations_to_reach_80pct
easy,12.0,0.05,0.3815756805667784,0.75,0.01,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.244131112314674,0.75,0.01,6.0,100,0.99,0.98,99
easy,12.0,0.05,0.3370459909270545,0.98,0.01,6.0,100,0.8,0.98,96
easy,12.0,0.05,0.2374868417407583,0.98,0.01,6.0,100,0.9,0.06,48
easy,12.0,0.05,0.3440930106817049,0.98,0.01,6.0,100,0.95,0.96,96
easy,12.0,0.05,0.2712931993250109,0.98,0.01,6.0,100,0.98,0.08,63
easy,12.0,0.05,0.4123105625617659,0.98,0.01,6.0,100,0.99,0.96,92
easy,12.0,0.05,0.369323706252388,1.0,0.01,6.0,100,0.8,0.9,98
easy,12.0,0.05,0.3440930106817049,1.0,0.01,6.0,100,0.9,0.92,89
easy,12.0,0.05,0.373630833845388,1.0,0.01,6.0,100,0.95,0.92,100
easy,12.0,0.05,0.3104834939252004,1.0,0.01,6.0,100,0.98,0.98,92
easy,12.0,0.05,0.4308131845707607,1.0,0.01,6.0,100,0.99,0.96,99
easy,12.0,0.05,0.4200000000000003,1.1,0.01,6.0,100,0.8,0.88,100
easy,12.0,0.05,0.2,1.1,0.01,6.0,100,0.9,0.98,95
easy,12.0,0.05,0.3155946767611899,1.1,0.01,6.0,100,0.95,0.96,96
easy,12.0,0.05,0.3440930106817049,1.1,0.01,6.0,100,0.98,0.96,93
easy,12.0,0.05,0.3,1.1,0.01,6.0,100,0.99,0.1,76
easy,12.0,0.05,0.2374868417407583,2.0,0.01,6.0,100,0.8,0.94,94
easy,12.0,0.05,0.369323706252388,2.0,0.01,6.0,100,0.9,0.9,98
easy,12.0,0.05,0.2799999999999998,2.0,0.01,6.0,100,0.95,0.98,89
easy,11.0,0.05,0.4004996878900158,2.0,0.01,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.3469870314579495,2.0,0.01,6.0,100,0.99,0.14,67
easy,12.0,0.05,0.3605551275463988,0.0,0.01,8.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.01,8.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.01,8.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.01,8.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.01,8.0,100,0.99,0.98,97
easy,11.0,0.05,0.4400000000000001,0.75,0.01,8.0,100,0.8,0.94,86
easy,12.0,0.05,0.373630833845388,0.75,0.01,8.0,100,0.9,0.92,91
easy,12.0,0.05,0.1399999999999999,0.75,0.01,8.0,100,0.95,0.02,60
easy,12.0,0.05,0.244131112314674,0.75,0.01,8.0,100,0.98,0.98,100
easy,12.0,0.05,0.3104834939252006,0.75,0.01,8.0,100,0.99,0.98,94
easy,12.0,0.05,0.244131112314674,0.98,0.01,8.0,100,0.8,0.98,88
easy,13.0,0.05,0.3815756805667784,0.98,0.01,8.0,100,0.9,0.86,99
easy,12.0,0.05,0.4200000000000001,0.98,0.01,8.0,100,0.95,0.94,97
easy,12.0,0.05,0.3104834939252007,0.98,0.01,8.0,100,0.98,0.98,92
easy,12.0,0.05,0.2712931993250108,0.98,0.01,8.0,100,0.99,0.08,68
easy,12.0,0.05,0.3815756805667784,1.0,0.01,8.0,100,0.8,0.98,95
easy,12.0,0.05,0.3104834939252006,1.0,0.01,8.0,100,0.9,0.92,92
easy,12.0,0.05,0.3155946767611899,1.0,0.01,8.0,100,0.95,0.96,94
easy,12.0,0.05,0.1399999999999999,1.0,0.01,8.0,100,0.98,0.02,56
easy,12.0,0.05,0.3249615361854386,1.0,0.01,8.0,100,0.99,0.12,64
easy,12.0,0.05,0.2799999999999998,1.1,0.01,8.0,100,0.8,0.98,99
easy,11.0,0.05,0.282842712474619,1.1,0.01,8.0,100,0.9,0.96,93
easy,12.0,0.05,0.4582575694955839,1.1,0.01,8.0,100,0.95,0.94,94
easy,12.0,0.05,0.2712931993250106,1.1,0.01,8.0,100,0.98,0.08,52
easy,12.0,0.05,0.3104834939252005,1.1,0.01,8.0,100,0.99,0.98,98
easy,12.0,0.05,0.244131112314674,2.0,0.01,8.0,100,0.8,0.96,100
easy,12.0,0.05,0.2999999999999999,2.0,0.01,8.0,100,0.9,0.9,96
easy,12.0,0.05,0.3440930106817049,2.0,0.01,8.0,100,0.95,0.92,95
easy,11.0,0.05,0.4123105625617659,2.0,0.01,8.0,100,0.98,0.96,98
easy,12.0,0.05,0.3104834939252007,2.0,0.01,8.0,100,0.99,0.98,89
easy,12.0,0.05,0.3605551275463988,0.0,0.1,2.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,2.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,2.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,2.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,2.0,100,0.99,0.98,97
easy,12.0,0.05,0.344093010681705,0.75,0.1,2.0,100,0.8,0.96,80
easy,12.0,0.05,0.244131112314674,0.75,0.1,2.0,100,0.9,0.98,100
easy,12.0,0.05,0.244131112314674,0.75,0.1,2.0,100,0.95,0.96,90
easy,12.0,0.05,0.3104834939252007,0.75,0.1,2.0,100,0.98,0.98,93
easy,12.0,0.05,0.3370459909270544,0.75,0.1,2.0,100,0.99,0.98,94
easy,12.0,0.05,0.373630833845388,0.98,0.1,2.0,100,0.8,0.94,100
easy,12.0,0.05,0.4,0.98,0.1,2.0,100,0.9,0.92,94
easy,12.0,0.05,0.244131112314674,0.98,0.1,2.0,100,0.95,0.96,93
easy,12.0,0.05,0.31559467676119,0.98,0.1,2.0,100,0.98,0.94,98
easy,12.0,0.05,0.2712931993250108,0.98,0.1,2.0,100,0.99,0.08,75
easy,11.0,0.05,0.4,1.0,0.1,2.0,100,0.8,0.92,98
easy,11.0,0.05,0.4582575694955839,1.0,0.1,2.0,100,0.9,0.94,95
easy,12.0,0.05,0.3979949748426479,1.0,0.1,2.0,100,0.95,0.94,84
easy,12.0,0.05,0.2799999999999999,1.0,0.1,2.0,100,0.98,0.98,98
easy,12.0,0.05,0.3370459909270544,1.0,0.1,2.0,100,0.99,0.98,92
easy,12.0,0.05,0.282842712474619,1.1,0.1,2.0,100,0.8,0.96,99
easy,12.0,0.05,0.282842712474619,1.1,0.1,2.0,100,0.9,0.96,94
easy,12.0,0.05,0.373630833845388,1.1,0.1,2.0,100,0.95,0.94,90
easy,12.0,0.05,0.3104834939252007,1.1,0.1,2.0,100,0.98,0.98,97
easy,12.0,0.05,0.244131112314674,1.1,0.1,2.0,100,0.99,0.98,94
easy,12.0,0.05,0.244131112314674,2.0,0.1,2.0,100,0.8,0.96,95
easy,12.0,0.05,0.3919183588453087,2.0,0.1,2.0,100,0.9,0.88,93
easy,12.0,0.05,0.3370459909270545,2.0,0.1,2.0,100,0.95,0.9,93
easy,12.0,0.05,0.1959591794226541,2.0,0.1,2.0,100,0.98,0.04,70
easy,12.0,0.05,0.2799999999999998,2.0,0.1,2.0,100,0.99,0.98,100
easy,12.0,0.05,0.3605551275463988,0.0,0.1,3.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,3.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,3.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,3.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,3.0,100,0.99,0.98,97
easy,12.0,0.05,0.3440930106817049,0.75,0.1,3.0,100,0.8,0.96,93
easy,12.0,0.05,0.4,0.75,0.1,3.0,100,0.9,0.92,94
easy,12.0,0.05,0.3693237062523879,0.75,0.1,3.0,100,0.95,0.96,100
easy,12.0,0.05,0.2374868417407583,0.75,0.1,3.0,100,0.98,0.06,60
easy,12.0,0.05,0.2374868417407583,0.75,0.1,3.0,100,0.99,0.06,69
easy,12.0,0.05,0.3249615361854385,0.98,0.1,3.0,100,0.8,0.12,81
easy,11.0,0.05,0.3370459909270545,0.98,0.1,3.0,100,0.9,0.98,94
easy,12.0,0.05,0.3104834939252006,0.98,0.1,3.0,100,0.95,0.98,100
easy,12.0,0.05,0.3440930106817049,0.98,0.1,3.0,100,0.98,0.96,93
easy,12.0,0.05,0.384187454245971,0.98,0.1,3.0,100,0.99,0.18,82
easy,12.0,0.05,0.2374868417407583,1.0,0.1,3.0,100,0.8,0.06,61
easy,11.0,0.05,0.400499687890016,1.0,0.1,3.0,100,0.9,0.98,96
easy,12.0,0.05,0.4123105625617659,1.0,0.1,3.0,100,0.95,0.96,98
easy,12.0,0.05,0.4237924020083419,1.0,0.1,3.0,100,0.98,0.92,87
easy,12.0,0.05,0.447213595499958,1.0,0.1,3.0,100,0.99,0.98,98
easy,12.0,0.05,0.412310562561766,1.1,0.1,3.0,100,0.8,0.96,94
easy,12.0,0.05,0.244131112314674,1.1,0.1,3.0,100,0.9,0.98,92
easy,11.0,0.05,0.373630833845388,1.1,0.1,3.0,100,0.95,0.92,96
easy,12.0,0.05,0.3370459909270544,1.1,0.1,3.0,100,0.98,0.98,83
easy,12.0,0.05,0.3370459909270545,1.1,0.1,3.0,100,0.99,0.98,98
easy,13.0,0.05,0.4,2.0,0.1,3.0,100,0.8,0.92,96
easy,12.0,0.05,0.373630833845388,2.0,0.1,3.0,100,0.9,0.92,82
easy,13.0,0.05,0.2712931993250107,2.0,0.1,3.0,100,0.95,0.92,85
easy,12.0,0.05,0.423792402008342,2.0,0.1,3.0,100,0.98,0.92,100
easy,12.0,0.05,0.2999999999999999,2.0,0.1,3.0,100,0.99,0.1,58
easy,12.0,0.05,0.3605551275463988,0.0,0.1,6.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,6.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,6.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,6.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,6.0,100,0.99,0.98,97
easy,12.0,0.05,0.2,0.75,0.1,6.0,100,0.8,0.98,93
easy,12.0,0.05,0.4308131845707604,0.75,0.1,6.0,100,0.9,0.96,91
easy,12.0,0.05,0.3605551275463989,0.75,0.1,6.0,100,0.95,0.98,98
easy,12.0,0.05,0.3815756805667784,0.75,0.1,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.244131112314674,0.75,0.1,6.0,100,0.99,0.98,99
easy,12.0,0.05,0.2999999999999999,0.98,0.1,6.0,100,0.8,0.1,75
easy,12.0,0.05,0.3693237062523881,0.98,0.1,6.0,100,0.9,0.96,89
easy,12.0,0.05,0.3370459909270544,0.98,0.1,6.0,100,0.95,0.98,93
easy,12.0,0.05,0.2712931993250109,0.98,0.1,6.0,100,0.98,0.08,63
easy,12.0,0.05,0.4123105625617659,0.98,0.1,6.0,100,0.99,0.96,92
easy,12.0,0.05,0.2799999999999998,1.0,0.1,6.0,100,0.8,0.98,100
easy,12.0,0.05,0.3104834939252004,1.0,0.1,6.0,100,0.9,0.92,96
easy,12.0,0.05,0.244131112314674,1.0,0.1,6.0,100,0.95,0.98,95
easy,12.0,0.05,0.3104834939252004,1.0,0.1,6.0,100,0.98,0.98,92
easy,12.0,0.05,0.4308131845707607,1.0,0.1,6.0,100,0.99,0.96,99
easy,12.0,0.05,0.344093010681705,1.1,0.1,6.0,100,0.8,0.92,99
easy,12.0,0.05,0.4123105625617659,1.1,0.1,6.0,100,0.9,0.96,92
easy,11.0,0.05,0.3919183588453087,1.1,0.1,6.0,100,0.95,0.96,95
easy,12.0,0.05,0.3440930106817049,1.1,0.1,6.0,100,0.98,0.96,93
easy,12.0,0.05,0.3,1.1,0.1,6.0,100,0.99,0.1,76
easy,12.0,0.05,0.2799999999999998,2.0,0.1,6.0,100,0.8,0.98,86
easy,12.0,0.05,0.3919183588453086,2.0,0.1,6.0,100,0.9,0.88,100
easy,11.0,0.05,0.2799999999999998,2.0,0.1,6.0,100,0.95,0.98,100
easy,11.0,0.05,0.4004996878900158,2.0,0.1,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.3469870314579495,2.0,0.1,6.0,100,0.99,0.14,67
easy,12.0,0.05,0.3605551275463988,0.0,0.1,8.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,8.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,8.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,8.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.1,8.0,100,0.99,0.98,97
easy,12.0,0.05,0.3104834939252004,0.75,0.1,8.0,100,0.8,0.98,92
easy,12.0,0.05,0.3440930106817049,0.75,0.1,8.0,100,0.9,0.96,87
easy,12.0,0.05,0.1399999999999999,0.75,0.1,8.0,100,0.95,0.02,60
easy,12.0,0.05,0.244131112314674,0.75,0.1,8.0,100,0.98,0.98,100
easy,12.0,0.05,0.3104834939252006,0.75,0.1,8.0,100,0.99,0.98,94
easy,12.0,0.05,0.3815756805667785,0.98,0.1,8.0,100,0.8,0.98,97
easy,13.0,0.05,0.2,0.98,0.1,8.0,100,0.9,0.98,90
easy,12.0,0.05,0.3693237062523878,0.98,0.1,8.0,100,0.95,0.96,98
easy,12.0,0.05,0.3104834939252007,0.98,0.1,8.0,100,0.98,0.98,92
easy,12.0,0.05,0.2712931993250108,0.98,0.1,8.0,100,0.99,0.08,68
easy,12.0,0.05,0.44,1.0,0.1,8.0,100,0.8,0.94,82
easy,12.0,0.05,0.3440930106817049,1.0,0.1,8.0,100,0.9,0.96,98
easy,12.0,0.05,0.3440930106817049,1.0,0.1,8.0,100,0.95,0.96,100
easy,12.0,0.05,0.1399999999999999,1.0,0.1,8.0,100,0.98,0.02,56
easy,12.0,0.05,0.3249615361854386,1.0,0.1,8.0,100,0.99,0.12,64
easy,12.0,0.05,0.3979949748426478,1.1,0.1,8.0,100,0.8,0.94,97
easy,12.0,0.05,0.244131112314674,1.1,0.1,8.0,100,0.9,0.96,96
easy,12.0,0.05,0.4004996878900159,1.1,0.1,8.0,100,0.95,0.98,93
easy,12.0,0.05,0.2712931993250106,1.1,0.1,8.0,100,0.98,0.08,52
easy,12.0,0.05,0.3104834939252005,1.1,0.1,8.0,100,0.99,0.98,98
easy,12.0,0.05,0.3155946767611899,2.0,0.1,8.0,100,0.8,0.94,98
easy,12.0,0.05,0.488262224629348,2.0,0.1,8.0,100,0.9,0.86,90
easy,12.0,0.05,0.3440930106817049,2.0,0.1,8.0,100,0.95,0.92,97
easy,11.0,0.05,0.4123105625617659,2.0,0.1,8.0,100,0.98,0.96,98
easy,12.0,0.05,0.3104834939252007,2.0,0.1,8.0,100,0.99,0.98,89
easy,12.0,0.05,0.3605551275463988,0.0,0.5,2.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,2.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,2.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,2.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,2.0,100,0.99,0.98,97
easy,12.0,0.05,0.2999999999999999,0.75,0.5,2.0,100,0.8,0.1,67
easy,12.0,0.05,0.3979949748426478,0.75,0.5,2.0,100,0.9,0.94,93
easy,12.0,0.05,0.2374868417407583,0.75,0.5,2.0,100,0.95,0.06,70
easy,12.0,0.05,0.4123105625617659,0.75,0.5,2.0,100,0.98,0.96,98
easy,12.0,0.05,0.3370459909270544,0.75,0.5,2.0,100,0.99,0.98,94
easy,12.0,0.05,0.3249615361854384,0.98,0.5,2.0,100,0.8,0.12,79
easy,12.0,0.05,0.3249615361854385,0.98,0.5,2.0,100,0.9,0.12,65
easy,12.0,0.05,0.1959591794226541,0.98,0.5,2.0,100,0.95,0.04,49
easy,12.0,0.05,0.373630833845388,0.98,0.5,2.0,100,0.98,0.94,94
easy,12.0,0.05,0.2712931993250108,0.98,0.5,2.0,100,0.99,0.08,75
easy,12.0,0.05,0.3469870314579495,1.0,0.5,2.0,100,0.8,0.14,81
easy,12.0,0.05,0.2712931993250108,1.0,0.5,2.0,100,0.9,0.08,71
easy,12.0,0.05,0.3155946767611899,1.0,0.5,2.0,100,0.95,0.96,99
easy,12.0,0.05,0.3104834939252004,1.0,0.5,2.0,100,0.98,0.98,89
easy,12.0,0.05,0.3370459909270544,1.0,0.5,2.0,100,0.99,0.98,92
easy,12.0,0.05,0.2799999999999998,1.1,0.5,2.0,100,0.8,0.98,88
easy,12.0,0.05,0.3440930106817049,1.1,0.5,2.0,100,0.9,0.96,78
easy,12.0,0.05,0.2999999999999999,1.1,0.5,2.0,100,0.95,0.1,73
easy,12.0,0.05,0.3464101615137754,1.1,0.5,2.0,100,0.98,0.94,92
easy,12.0,0.05,0.244131112314674,1.1,0.5,2.0,100,0.99,0.98,94
easy,12.0,0.05,0.3370459909270545,2.0,0.5,2.0,100,0.8,0.98,99
easy,12.0,0.05,0.3155946767611899,2.0,0.5,2.0,100,0.9,0.96,81
easy,12.0,0.05,0.373630833845388,2.0,0.5,2.0,100,0.95,0.94,91
easy,11.0,0.05,0.3919183588453087,2.0,0.5,2.0,100,0.98,0.96,93
easy,12.0,0.05,0.2799999999999998,2.0,0.5,2.0,100,0.99,0.98,100
easy,12.0,0.05,0.3605551275463988,0.0,0.5,3.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,3.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,3.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,3.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,3.0,100,0.99,0.98,97
easy,12.0,0.05,0.2712931993250108,0.75,0.5,3.0,100,0.8,0.08,52
easy,12.0,0.05,0.3,0.75,0.5,3.0,100,0.9,0.1,51
easy,12.0,0.05,0.2712931993250107,0.75,0.5,3.0,100,0.95,0.08,64
easy,12.0,0.05,0.2999999999999997,0.75,0.5,3.0,100,0.98,0.1,60
easy,12.0,0.05,0.2374868417407583,0.75,0.5,3.0,100,0.99,0.06,69
easy,12.0,0.05,0.2374868417407583,0.98,0.5,3.0,100,0.8,0.06,61
easy,12.0,0.05,0.3979949748426478,0.98,0.5,3.0,100,0.9,0.94,94
easy,12.0,0.05,0.3249615361854387,0.98,0.5,3.0,100,0.95,0.12,67
easy,12.0,0.05,0.3155946767611899,0.98,0.5,3.0,100,0.98,0.96,94
easy,12.0,0.05,0.384187454245971,0.98,0.5,3.0,100,0.99,0.18,82
easy,12.0,0.05,0.3249615361854385,1.0,0.5,3.0,100,0.8,0.12,61
easy,12.0,0.05,0.3104834939252006,1.0,0.5,3.0,100,0.9,0.98,95
easy,12.0,0.05,0.447660585711988,1.0,0.5,3.0,100,0.95,0.96,89
easy,12.0,0.05,0.4237924020083419,1.0,0.5,3.0,100,0.98,0.92,87
easy,12.0,0.05,0.447213595499958,1.0,0.5,3.0,100,0.99,0.98,98
easy,12.0,0.05,0.3979949748426478,1.1,0.5,3.0,100,0.8,0.94,94
easy,12.0,0.05,0.3979949748426478,1.1,0.5,3.0,100,0.9,0.94,100
easy,11.0,0.05,0.3605551275463988,1.1,0.5,3.0,100,0.95,0.98,100
easy,12.0,0.05,0.31559467676119,1.1,0.5,3.0,100,0.98,0.96,98
easy,12.0,0.05,0.3370459909270545,1.1,0.5,3.0,100,0.99,0.98,98
easy,12.0,0.05,0.2799999999999999,2.0,0.5,3.0,100,0.8,0.98,99
easy,12.0,0.05,0.3249615361854385,2.0,0.5,3.0,100,0.9,0.12,78
easy,12.0,0.05,0.3370459909270545,2.0,0.5,3.0,100,0.95,0.98,91
easy,12.0,0.05,0.3979949748426479,2.0,0.5,3.0,100,0.98,0.94,99
easy,12.0,0.05,0.2999999999999999,2.0,0.5,3.0,100,0.99,0.1,58
easy,12.0,0.05,0.3605551275463988,0.0,0.5,6.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,6.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,6.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,6.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,6.0,100,0.99,0.98,97
easy,12.0,0.05,0.2712931993250106,0.75,0.5,6.0,100,0.8,0.08,61
easy,11.0,0.05,0.3249615361854384,0.75,0.5,6.0,100,0.9,0.12,66
easy,12.0,0.05,0.2712931993250108,0.75,0.5,6.0,100,0.95,0.08,65
easy,12.0,0.05,0.3815756805667784,0.75,0.5,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.244131112314674,0.75,0.5,6.0,100,0.99,0.98,99
easy,12.0,0.05,0.2374868417407583,0.98,0.5,6.0,100,0.8,0.06,55
easy,12.0,0.05,0.3440930106817049,0.98,0.5,6.0,100,0.9,0.96,99
easy,12.0,0.05,0.3605551275463988,0.98,0.5,6.0,100,0.95,0.98,100
easy,12.0,0.05,0.2712931993250109,0.98,0.5,6.0,100,0.98,0.08,63
easy,12.0,0.05,0.4123105625617659,0.98,0.5,6.0,100,0.99,0.96,92
easy,12.0,0.05,0.2374868417407583,1.0,0.5,6.0,100,0.8,0.06,60
easy,12.0,0.05,0.3155946767611899,1.0,0.5,6.0,100,0.9,0.96,88
easy,11.0,0.05,0.244131112314674,1.0,0.5,6.0,100,0.95,0.98,100
easy,12.0,0.05,0.3104834939252004,1.0,0.5,6.0,100,0.98,0.98,92
easy,12.0,0.05,0.4308131845707607,1.0,0.5,6.0,100,0.99,0.96,99
easy,12.0,0.05,0.4123105625617659,1.1,0.5,6.0,100,0.8,0.96,89
easy,12.0,0.05,0.3104834939252004,1.1,0.5,6.0,100,0.9,0.98,97
easy,12.0,0.05,0.3440930106817049,1.1,0.5,6.0,100,0.95,0.96,94
easy,12.0,0.05,0.3440930106817049,1.1,0.5,6.0,100,0.98,0.96,93
easy,12.0,0.05,0.3,1.1,0.5,6.0,100,0.99,0.1,76
easy,12.0,0.05,0.3249615361854386,2.0,0.5,6.0,100,0.8,0.12,65
easy,12.0,0.05,0.2799999999999999,2.0,0.5,6.0,100,0.9,0.98,88
easy,12.0,0.05,0.2799999999999999,2.0,0.5,6.0,100,0.95,0.98,93
easy,11.0,0.05,0.4004996878900158,2.0,0.5,6.0,100,0.98,0.98,90
easy,12.0,0.05,0.3469870314579495,2.0,0.5,6.0,100,0.99,0.14,67
easy,12.0,0.05,0.3605551275463988,0.0,0.5,8.0,100,0.8,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,8.0,100,0.9,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,8.0,100,0.95,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,8.0,100,0.98,0.98,97
easy,12.0,0.05,0.3605551275463988,0.0,0.5,8.0,100,0.99,0.98,97
easy,12.0,0.05,0.3370459909270544,0.75,0.5,8.0,100,0.8,0.98,94
easy,12.0,0.05,0.2,0.75,0.5,8.0,100,0.9,0.98,100
easy,12.0,0.05,0.3249615361854386,0.75,0.5,8.0,100,0.95,0.12,64
easy,12.0,0.05,0.244131112314674,0.75,0.5,8.0,100,0.98,0.98,100
easy,12.0,0.05,0.3104834939252006,0.75,0.5,8.0,100,0.99,0.98,94
easy,12.0,0.05,0.2712931993250107,0.98,0.5,8.0,100,0.8,0.08,57
easy,12.0,0.05,0.1399999999999999,0.98,0.5,8.0,100,0.9,0.02,56
easy,12.0,0.05,0.3815756805667784,0.98,0.5,8.0,100,0.95,0.98,94
easy,12.0,0.05,0.3104834939252007,0.98,0.5,8.0,100,0.98,0.98,92
easy,12.0,0.05,0.2712931993250108,0.98,0.5,8.0,100,0.99,0.08,68
easy,12.0,0.05,0.2374868417407583,1.0,0.5,8.0,100,0.8,0.06,56
easy,11.0,0.05,0.3104834939252004,1.0,0.5,8.0,100,0.9,0.98,94
easy,12.0,0.05,0.2712931993250108,1.0,0.5,8.0,100,0.95,0.08,68
easy,12.0,0.05,0.1399999999999999,1.0,0.5,8.0,100,0.98,0.02,56
easy,12.0,0.05,0.3249615361854386,1.0,0.5,8.0,100,0.99,0.12,64
easy,12.0,0.05,0.4176122603564219,1.1,0.5,8.0,100,0.8,0.98,99
easy,12.0,0.05,0.3155946767611899,1.1,0.5,8.0,100,0.9,0.96,96
easy,12.0,0.05,0.2374868417407583,1.1,0.5,8.0,100,0.95,0.06,63
easy,12.0,0.05,0.2712931993250106,1.1,0.5,8.0,100,0.98,0.08,52
easy,12.0,0.05,0.3104834939252005,1.1,0.5,8.0,100,0.99,0.98,98
easy,12.0,0.05,0.3104834939252007,2.0,0.5,8.0,100,0.8,0.98,98
easy,12.0,0.05,0.3104834939252005,2.0,0.5,8.0,100,0.9,0.98,85
easy,11.0,0.05,0.3440930106817049,2.0,0.5,8.0,100,0.95,0.96,100
easy,11.0,0.05,0.4123105625617659,2.0,0.5,8.0,100,0.98,0.96,98
easy,12.0,0.05,0.3104834939252007,2.0,0.5,8.0,100,0.99,0.98,89
easy,12.0,0.05,0.4142463035441596,0.0,0.01,2.0,500,0.8,0.78,469
easy,12.0,0.05,0.4142463035441596,0.0,0.01,2.0,500,0.9,0.78,469
easy,12.0,0.05,0.4142463035441596,0.0,0.01,2.0,500,0.95,0.78,469
easy,12.0,0.05,0.4142463035441596,0.0,0.01,2.0,500,0.98,0.78,469
easy,12.0,0.05,0.4142463035441596,0.0,0.01,2.0,500,0.99,0.78,469
easy,13.0,0.05,0.4664761515876239,0.75,0.01,2.0,500,0.8,0.68,499
easy,12.0,0.05,0.4664761515876238,0.75,0.01,2.0,500,0.9,0.68,443
easy,12.0,0.05,0.4995998398718719,0.75,0.01,2.0,500,0.95,0.52,497
easy,12.0,0.05,0.4963869458396345,0.75,0.01,2.0,500,0.98,0.44,499
easy,13.0,0.05,0.4664761515876238,0.75,0.01,2.0,500,0.99,0.68,499
easy,12.0,0.05,0.4800000000000002,0.98,0.01,2.0,500,0.8,0.64,464
easy,12.0,0.05,0.4898979485566355,0.98,0.01,2.0,500,0.9,0.6,405
easy,13.0,0.05,0.499599839871872,0.98,0.01,2.0,500,0.95,0.48,441
easy,12.0,0.05,0.4800000000000002,0.98,0.01,2.0,500,0.98,0.36,494
easy,12.0,0.05,0.4983974317750844,0.98,0.01,2.0,500,0.99,0.46,494
easy,12.0,0.05,0.4935585071701225,1.0,0.01,2.0,500,0.8,0.58,439
easy,12.0,0.05,0.4983974317750844,1.0,0.01,2.0,500,0.9,0.54,432
easy,13.0,0.05,0.4983974317750844,1.0,0.01,2.0,500,0.95,0.46,498
easy,12.0,0.05,0.4963869458396345,1.0,0.01,2.0,500,0.98,0.44,484
easy,13.0,0.05,0.4935585071701224,1.0,0.01,2.0,500,0.99,0.58,499
easy,13.0,0.05,0.4898979485566355,1.1,0.01,2.0,500,0.8,0.6,432
easy,12.0,0.05,0.4737087712930806,1.1,0.01,2.0,500,0.9,0.66,403
easy,13.0,0.05,0.4983974317750844,1.1,0.01,2.0,500,0.95,0.46,489
easy,13.0,0.05,0.4963869458396345,1.1,0.01,2.0,500,0.98,0.44,437
easy,13.0,0.05,0.4963869458396345,1.1,0.01,2.0,500,0.99,0.56,483
easy,13.0,0.05,0.4800000000000002,2.0,0.01,2.0,500,0.8,0.64,467
easy,12.0,0.05,0.4853864439804641,2.0,0.01,2.0,500,0.9,0.62,425
