file,best_clique,ants_per_v,final_std,alpha,tmin,tmax,maxCycles,evaporation_rate,p_runs_away_from_maximum,iterations_to_reach_80pct
easy,11.0,0.02,0.4853864439804641,1.1,0.5,6.0,100,0.8,0.38,94
easy,12.0,0.02,0.4898979485566355,1.1,0.5,6.0,100,0.9,0.4,98
easy,12.0,0.02,0.4898979485566355,1.1,0.5,6.0,100,0.95,0.4,100
easy,11.0,0.02,0.545527267879434,1.1,0.5,6.0,100,0.98,0.96,97
easy,11.0,0.02,0.5656854249492379,1.1,0.5,6.0,100,0.99,0.96,96
easy,12.0,0.02,0.5688585061331154,2.0,0.5,6.0,100,0.8,0.96,98
easy,12.0,0.02,0.4853864439804641,2.0,0.5,6.0,100,0.9,0.38,100
easy,12.0,0.02,0.4800000000000002,2.0,0.5,6.0,100,0.95,0.36,98
easy,11.0,0.02,0.4853864439804641,2.0,0.5,6.0,100,0.98,0.38,86
easy,11.0,0.02,0.5670978751503133,2.0,0.5,6.0,100,0.99,0.94,93
easy,12.0,0.02,0.4898979485566355,0.0,0.5,8.0,100,0.8,0.4,90
easy,12.0,0.02,0.4898979485566355,0.0,0.5,8.0,100,0.9,0.4,90
easy,12.0,0.02,0.4898979485566355,0.0,0.5,8.0,100,0.95,0.4,90
easy,12.0,0.02,0.4898979485566355,0.0,0.5,8.0,100,0.98,0.4,90
easy,12.0,0.02,0.4898979485566355,0.0,0.5,8.0,100,0.99,0.4,90
easy,11.0,0.02,0.4935585071701224,0.75,0.5,8.0,100,0.8,0.42,90
easy,11.0,0.02,0.4935585071701225,0.75,0.5,8.0,100,0.9,0.42,97
easy,12.0,0.02,0.4664761515876239,0.75,0.5,8.0,100,0.95,0.32,100
easy,11.0,0.02,0.4898979485566355,0.75,0.5,8.0,100,0.98,0.4,100
easy,11.0,0.02,0.4983974317750844,0.75,0.5,8.0,100,0.99,0.46,98
easy,12.0,0.02,0.4853864439804641,0.98,0.5,8.0,100,0.8,0.38,91
easy,11.0,0.02,0.499599839871872,0.98,0.5,8.0,100,0.9,0.48,98
easy,11.0,0.02,0.4963869458396345,0.98,0.5,8.0,100,0.95,0.44,94
easy,11.0,0.02,0.4800000000000001,0.98,0.5,8.0,100,0.98,0.36,100
easy,11.0,0.02,0.5351635264103863,0.98,0.5,8.0,100,0.99,0.98,92
easy,12.0,0.02,0.4898979485566355,1.0,0.5,8.0,100,0.8,0.4,91
easy,11.0,0.02,0.4983974317750844,1.0,0.5,8.0,100,0.9,0.46,90
easy,11.0,0.02,0.4935585071701225,1.0,0.5,8.0,100,0.95,0.42,97
easy,11.0,0.02,0.4983974317750844,1.0,0.5,8.0,100,0.98,0.46,90
easy,11.0,0.02,0.5325410782277736,1.0,0.5,8.0,100,0.99,0.98,92
easy,12.0,0.02,0.458257569495584,1.1,0.5,8.0,100,0.8,0.3,94
easy,12.0,0.02,0.4664761515876239,1.1,0.5,8.0,100,0.9,0.32,95
easy,11.0,0.02,0.4664761515876239,1.1,0.5,8.0,100,0.95,0.32,96
easy,11.0,0.02,0.5,1.1,0.5,8.0,100,0.98,0.5,86
easy,11.0,0.02,0.4935585071701225,1.1,0.5,8.0,100,0.99,0.42,83
easy,12.0,0.02,0.447213595499958,2.0,0.5,8.0,100,0.8,0.98,90
easy,12.0,0.02,0.4935585071701224,2.0,0.5,8.0,100,0.9,0.42,99
easy,11.0,0.02,0.5325410782277736,2.0,0.5,8.0,100,0.95,0.98,97
easy,11.0,0.02,0.5249761899362677,2.0,0.5,8.0,100,0.98,0.98,92
easy,12.0,0.02,0.4737087712930805,2.0,0.5,8.0,100,0.99,0.34,99
easy,12.0,0.02,0.3469870314579496,0.0,0.01,2.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,2.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,2.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,2.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,2.0,500,0.99,0.86,442
easy,12.0,0.02,0.2999999999999999,0.75,0.01,2.0,500,0.8,0.9,377
easy,12.0,0.02,0.2999999999999999,0.75,0.01,2.0,500,0.9,0.9,439
easy,12.0,0.02,0.2999999999999999,0.75,0.01,2.0,500,0.95,0.9,472
easy,13.0,0.02,0.4,0.75,0.01,2.0,500,0.98,0.8,477
easy,12.0,0.02,0.1959591794226542,0.75,0.01,2.0,500,0.99,0.96,482
easy,12.0,0.02,0.2999999999999999,0.98,0.01,2.0,500,0.8,0.9,495
easy,12.0,0.02,0.2999999999999999,0.98,0.01,2.0,500,0.9,0.9,240
easy,13.0,0.02,0.366606055596467,0.98,0.01,2.0,500,0.95,0.84,480
easy,12.0,0.02,0.438634243989226,0.98,0.01,2.0,500,0.98,0.74,435
easy,12.0,0.02,0.4715930449020639,0.98,0.01,2.0,500,0.99,0.74,488
easy,13.0,0.02,0.1959591794226542,1.0,0.01,2.0,500,0.8,0.96,384
easy,12.0,0.02,0.4386342439892262,1.0,0.01,2.0,500,0.9,0.74,424
easy,12.0,0.02,0.4582575694955839,1.0,0.01,2.0,500,0.95,0.7,484
easy,12.0,0.02,0.4386342439892262,1.0,0.01,2.0,500,0.98,0.74,468
easy,12.0,0.02,0.4270831300812524,1.0,0.01,2.0,500,0.99,0.76,499
easy,12.0,0.02,0.4715930449020639,1.1,0.01,2.0,500,0.8,0.74,487
easy,13.0,0.02,0.4142463035441595,1.1,0.01,2.0,500,0.9,0.78,426
easy,12.0,0.02,0.4386342439892262,1.1,0.01,2.0,500,0.95,0.74,471
easy,13.0,0.02,0.4935585071701225,1.1,0.01,2.0,500,0.98,0.58,481
easy,12.0,0.02,0.3469870314579495,1.1,0.01,2.0,500,0.99,0.86,494
easy,12.0,0.02,0.4000000000000003,2.0,0.01,2.0,500,0.8,0.8,483
easy,12.0,0.02,0.384187454245971,2.0,0.01,2.0,500,0.9,0.82,448
easy,12.0,0.02,0.4664761515876238,2.0,0.01,2.0,500,0.95,0.68,453
easy,13.0,0.02,0.4898979485566355,2.0,0.01,2.0,500,0.98,0.6,489
easy,12.0,0.02,0.4489988864128731,2.0,0.01,2.0,500,0.99,0.72,500
easy,12.0,0.02,0.3469870314579496,0.0,0.01,3.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,3.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,3.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,3.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,3.0,500,0.99,0.86,442
easy,12.0,0.02,0.271293199325011,0.75,0.01,3.0,500,0.8,0.92,286
easy,12.0,0.02,0.3370459909270545,0.75,0.01,3.0,500,0.9,0.9,402
easy,13.0,0.02,0.4489988864128729,0.75,0.01,3.0,500,0.95,0.72,388
easy,12.0,0.02,0.384187454245971,0.75,0.01,3.0,500,0.98,0.82,486
easy,12.0,0.02,0.366606055596467,0.75,0.01,3.0,500,0.99,0.84,499
easy,12.0,0.02,0.366606055596467,0.98,0.01,3.0,500,0.8,0.84,430
easy,12.0,0.02,0.384187454245971,0.98,0.01,3.0,500,0.9,0.82,484
easy,13.0,0.02,0.438634243989226,0.98,0.01,3.0,500,0.95,0.74,493
easy,12.0,0.02,0.4800000000000001,0.98,0.01,3.0,500,0.98,0.64,479
easy,12.0,0.02,0.4142463035441595,0.98,0.01,3.0,500,0.99,0.78,499
easy,12.0,0.02,0.3104834939252004,1.0,0.01,3.0,500,0.8,0.92,490
easy,12.0,0.02,0.448998886412873,1.0,0.01,3.0,500,0.9,0.72,479
easy,12.0,0.02,0.4582575694955838,1.0,0.01,3.0,500,0.95,0.7,476
easy,13.0,0.02,0.4582575694955839,1.0,0.01,3.0,500,0.98,0.7,489
easy,12.0,0.02,0.195959179422654,1.0,0.01,3.0,500,0.99,0.96,494
easy,13.0,0.02,0.3249615361854384,1.1,0.01,3.0,500,0.8,0.88,433
easy,12.0,0.02,0.4270831300812524,1.1,0.01,3.0,500,0.9,0.76,450
easy,12.0,0.02,0.448998886412873,1.1,0.01,3.0,500,0.95,0.72,466
easy,12.0,0.02,0.4664761515876239,1.1,0.01,3.0,500,0.98,0.68,483
easy,12.0,0.02,0.2712931993250108,1.1,0.01,3.0,500,0.99,0.92,423
easy,12.0,0.02,0.384187454245971,2.0,0.01,3.0,500,0.8,0.82,454
easy,13.0,0.02,0.438634243989226,2.0,0.01,3.0,500,0.9,0.74,372
easy,12.0,0.02,0.458257569495584,2.0,0.01,3.0,500,0.95,0.7,469
easy,12.0,0.02,0.4664761515876238,2.0,0.01,3.0,500,0.98,0.68,468
easy,12.0,0.02,0.4582575694955839,2.0,0.01,3.0,500,0.99,0.7,448
easy,12.0,0.02,0.3469870314579496,0.0,0.01,6.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,6.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,6.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,6.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,6.0,500,0.99,0.86,442
easy,12.0,0.02,0.2712931993250108,0.75,0.01,6.0,500,0.8,0.92,472
easy,12.0,0.02,0.2712931993250109,0.75,0.01,6.0,500,0.9,0.92,466
easy,12.0,0.02,0.384187454245971,0.75,0.01,6.0,500,0.95,0.82,485
easy,13.0,0.02,0.3666060555964671,0.75,0.01,6.0,500,0.98,0.84,457
easy,12.0,0.02,0.3370459909270545,0.75,0.01,6.0,500,0.99,0.9,499
easy,12.0,0.02,0.2712931993250108,0.98,0.01,6.0,500,0.8,0.92,456
easy,12.0,0.02,0.366606055596467,0.98,0.01,6.0,500,0.9,0.84,495
easy,12.0,0.02,0.448998886412873,0.98,0.01,6.0,500,0.95,0.72,447
easy,12.0,0.02,0.448998886412873,0.98,0.01,6.0,500,0.98,0.72,471
easy,13.0,0.02,0.366606055596467,0.98,0.01,6.0,500,0.99,0.84,489
easy,12.0,0.02,0.2712931993250108,1.0,0.01,6.0,500,0.8,0.92,461
easy,12.0,0.02,0.3249615361854387,1.0,0.01,6.0,500,0.9,0.88,346
easy,12.0,0.02,0.3469870314579494,1.0,0.01,6.0,500,0.95,0.86,450
easy,12.0,0.02,0.4386342439892262,1.0,0.01,6.0,500,0.98,0.74,489
easy,12.0,0.02,0.1399999999999999,1.0,0.01,6.0,500,0.99,0.98,467
easy,12.0,0.02,0.366606055596467,1.1,0.01,6.0,500,0.8,0.84,490
easy,12.0,0.02,0.4489988864128731,1.1,0.01,6.0,500,0.9,0.72,479
easy,12.0,0.02,0.4489988864128731,1.1,0.01,6.0,500,0.95,0.72,451
easy,13.0,0.02,0.4142463035441595,1.1,0.01,6.0,500,0.98,0.78,485
easy,13.0,0.02,0.3469870314579494,1.1,0.01,6.0,500,0.99,0.86,486
easy,12.0,0.02,0.4142463035441594,2.0,0.01,6.0,500,0.8,0.78,492
easy,12.0,0.02,0.4142463035441595,2.0,0.01,6.0,500,0.9,0.78,486
easy,12.0,0.02,0.4270831300812525,2.0,0.01,6.0,500,0.95,0.76,463
easy,12.0,0.02,0.4000000000000002,2.0,0.01,6.0,500,0.98,0.8,489
easy,12.0,0.02,0.4386342439892262,2.0,0.01,6.0,500,0.99,0.74,498
easy,12.0,0.02,0.3469870314579496,0.0,0.01,8.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,8.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,8.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,8.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.01,8.0,500,0.99,0.86,442
easy,12.0,0.02,0.2,0.75,0.01,8.0,500,0.8,0.98,443
easy,12.0,0.02,0.3605551275463989,0.75,0.01,8.0,500,0.9,0.88,477
easy,12.0,0.02,0.3469870314579495,0.75,0.01,8.0,500,0.95,0.86,487
easy,12.0,0.02,0.2712931993250107,0.75,0.01,8.0,500,0.98,0.92,496
easy,12.0,0.02,0.2374868417407583,0.75,0.01,8.0,500,0.99,0.94,447
easy,12.0,0.02,0.3249615361854386,0.98,0.01,8.0,500,0.8,0.88,457
easy,12.0,0.02,0.4270831300812525,0.98,0.01,8.0,500,0.9,0.76,446
easy,12.0,0.02,0.4582575694955839,0.98,0.01,8.0,500,0.95,0.7,479
easy,12.0,0.02,0.384187454245971,0.98,0.01,8.0,500,0.98,0.82,453
easy,12.0,0.02,0.3249615361854384,0.98,0.01,8.0,500,0.99,0.88,491
easy,12.0,0.02,0.1959591794226542,1.0,0.01,8.0,500,0.8,0.96,462
easy,13.0,0.02,0.366606055596467,1.0,0.01,8.0,500,0.9,0.84,459
easy,13.0,0.02,0.4142463035441595,1.0,0.01,8.0,500,0.95,0.78,495
easy,12.0,0.02,0.4000000000000001,1.0,0.01,8.0,500,0.98,0.8,466
easy,12.0,0.02,0.3,1.0,0.01,8.0,500,0.99,0.9,465
easy,12.0,0.02,0.3249615361854385,1.1,0.01,8.0,500,0.8,0.88,493
easy,12.0,0.02,0.4142463035441595,1.1,0.01,8.0,500,0.9,0.78,408
easy,12.0,0.02,0.448998886412873,1.1,0.01,8.0,500,0.95,0.72,431
easy,12.0,0.02,0.4582575694955839,1.1,0.01,8.0,500,0.98,0.7,489
easy,12.0,0.02,0.2999999999999999,1.1,0.01,8.0,500,0.99,0.9,496
easy,12.0,0.02,0.4000000000000002,2.0,0.01,8.0,500,0.8,0.8,454
easy,12.0,0.02,0.4386342439892262,2.0,0.01,8.0,500,0.9,0.74,433
easy,12.0,0.02,0.3666060555964671,2.0,0.01,8.0,500,0.95,0.84,493
easy,12.0,0.02,0.458257569495584,2.0,0.01,8.0,500,0.98,0.7,497
easy,12.0,0.02,0.3469870314579496,2.0,0.01,8.0,500,0.99,0.86,486
easy,12.0,0.02,0.3469870314579496,0.0,0.1,2.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,2.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,2.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,2.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,2.0,500,0.99,0.86,442
easy,12.0,0.02,0.3249615361854385,0.75,0.1,2.0,500,0.8,0.88,435
easy,13.0,0.02,0.244131112314674,0.75,0.1,2.0,500,0.9,0.96,361
easy,12.0,0.02,0.2374868417407583,0.75,0.1,2.0,500,0.95,0.94,476
easy,12.0,0.02,0.1959591794226542,0.75,0.1,2.0,500,0.98,0.96,402
easy,12.0,0.02,0.2799999999999998,0.75,0.1,2.0,500,0.99,0.94,493
easy,12.0,0.02,0.3104834939252004,0.98,0.1,2.0,500,0.8,0.92,258
easy,12.0,0.02,0.2,0.98,0.1,2.0,500,0.9,0.98,247
easy,12.0,0.02,0.3605551275463988,0.98,0.1,2.0,500,0.95,0.88,478
easy,12.0,0.02,0.3469870314579496,0.98,0.1,2.0,500,0.98,0.86,470
easy,12.0,0.02,0.4270831300812525,0.98,0.1,2.0,500,0.99,0.76,496
easy,12.0,0.02,0.2374868417407583,1.0,0.1,2.0,500,0.8,0.94,490
easy,12.0,0.02,0.2999999999999999,1.0,0.1,2.0,500,0.9,0.9,458
easy,12.0,0.02,0.3104834939252004,1.0,0.1,2.0,500,0.95,0.92,460
easy,12.0,0.02,0.3249615361854385,1.0,0.1,2.0,500,0.98,0.88,497
easy,12.0,0.02,0.1399999999999999,1.0,0.1,2.0,500,0.99,0.98,451
easy,12.0,0.02,0.1399999999999999,1.1,0.1,2.0,500,0.8,0.98,411
easy,12.0,0.02,0.2999999999999999,1.1,0.1,2.0,500,0.9,0.9,418
easy,13.0,0.02,0.2374868417407583,1.1,0.1,2.0,500,0.95,0.94,304
easy,12.0,0.02,0.2999999999999999,1.1,0.1,2.0,500,0.98,0.9,470
easy,12.0,0.02,0.1959591794226542,1.1,0.1,2.0,500,0.99,0.96,480
easy,12.0,0.02,0.4004996878900159,2.0,0.1,2.0,500,0.8,0.84,492
easy,12.0,0.02,0.2799999999999999,2.0,0.1,2.0,500,0.9,0.94,424
easy,12.0,0.02,0.366606055596467,2.0,0.1,2.0,500,0.95,0.84,480
easy,12.0,0.02,0.4582575694955839,2.0,0.1,2.0,500,0.98,0.7,483
easy,12.0,0.02,0.448998886412873,2.0,0.1,2.0,500,0.99,0.72,500
easy,12.0,0.02,0.3469870314579496,0.0,0.1,3.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,3.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,3.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,3.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,3.0,500,0.99,0.86,442
easy,12.0,0.02,0.1959591794226542,0.75,0.1,3.0,500,0.8,0.96,445
easy,12.0,0.02,0.2799999999999998,0.75,0.1,3.0,500,0.9,0.94,342
easy,12.0,0.02,0.4176122603564219,0.75,0.1,3.0,500,0.95,0.82,431
easy,12.0,0.02,0.1399999999999999,0.75,0.1,3.0,500,0.98,0.98,412
easy,12.0,0.02,0.2374868417407583,0.75,0.1,3.0,500,0.99,0.94,313
easy,12.0,0.02,0.2799999999999999,0.98,0.1,3.0,500,0.8,0.94,398
easy,12.0,0.02,0.4123105625617659,0.98,0.1,3.0,500,0.9,0.86,468
easy,12.0,0.02,0.2712931993250108,0.98,0.1,3.0,500,0.95,0.92,458
easy,12.0,0.02,0.2712931993250108,0.98,0.1,3.0,500,0.98,0.92,454
easy,12.0,0.02,0.366606055596467,0.98,0.1,3.0,500,0.99,0.84,382
easy,12.0,0.02,0.3469870314579496,1.0,0.1,3.0,500,0.8,0.86,441
easy,12.0,0.02,0.2374868417407583,1.0,0.1,3.0,500,0.9,0.94,498
easy,12.0,0.02,0.3469870314579496,1.0,0.1,3.0,500,0.95,0.86,448
easy,12.0,0.02,0.1399999999999999,1.0,0.1,3.0,500,0.98,0.98,415
easy,12.0,0.02,0.244131112314674,1.0,0.1,3.0,500,0.99,0.96,375
easy,12.0,0.02,0.244131112314674,1.1,0.1,3.0,500,0.8,0.96,345
easy,12.0,0.02,0.3249615361854385,1.1,0.1,3.0,500,0.9,0.88,370
easy,12.0,0.02,0.1399999999999999,1.1,0.1,3.0,500,0.95,0.98,351
easy,12.0,0.02,0.195959179422654,1.1,0.1,3.0,500,0.98,0.96,369
easy,12.0,0.02,0.2999999999999999,1.1,0.1,3.0,500,0.99,0.9,460
easy,12.0,0.02,0.3815756805667785,2.0,0.1,3.0,500,0.8,0.86,364
easy,12.0,0.02,0.1959591794226542,2.0,0.1,3.0,500,0.9,0.96,360
easy,12.0,0.02,0.4270831300812525,2.0,0.1,3.0,500,0.95,0.76,477
easy,12.0,0.02,0.4915282290977805,2.0,0.1,3.0,500,0.98,0.7,421
easy,12.0,0.02,0.4386342439892262,2.0,0.1,3.0,500,0.99,0.74,483
easy,12.0,0.02,0.3469870314579496,0.0,0.1,6.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,6.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,6.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,6.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,6.0,500,0.99,0.86,442
easy,12.0,0.02,0.244131112314674,0.75,0.1,6.0,500,0.8,0.96,488
easy,12.0,0.02,0.2374868417407583,0.75,0.1,6.0,500,0.9,0.94,374
easy,12.0,0.02,0.244131112314674,0.75,0.1,6.0,500,0.95,0.96,366
easy,12.0,0.02,0.3693237062523881,0.75,0.1,6.0,500,0.98,0.9,462
easy,12.0,0.02,0.3605551275463987,0.75,0.1,6.0,500,0.99,0.88,460
easy,12.0,0.02,0.2999999999999998,0.98,0.1,6.0,500,0.8,0.9,365
easy,12.0,0.02,0.2712931993250108,0.98,0.1,6.0,500,0.9,0.92,454
easy,12.0,0.02,0.1399999999999999,0.98,0.1,6.0,500,0.95,0.98,338
easy,12.0,0.02,0.366606055596467,0.98,0.1,6.0,500,0.98,0.84,414
easy,12.0,0.02,0.2712931993250108,0.98,0.1,6.0,500,0.99,0.92,410
easy,12.0,0.02,0.2999999999999998,1.0,0.1,6.0,500,0.8,0.9,372
easy,12.0,0.02,0.244131112314674,1.0,0.1,6.0,500,0.9,0.96,440
easy,12.0,0.02,0.1399999999999999,1.0,0.1,6.0,500,0.95,0.98,229
easy,12.0,0.02,0.2374868417407583,1.0,0.1,6.0,500,0.98,0.94,500
easy,12.0,0.02,0.1399999999999999,1.0,0.1,6.0,500,0.99,0.02,142
easy,12.0,0.02,0.3249615361854386,1.1,0.1,6.0,500,0.8,0.88,426
easy,12.0,0.02,0.2374868417407583,1.1,0.1,6.0,500,0.9,0.94,425
easy,12.0,0.02,0.1959591794226542,1.1,0.1,6.0,500,0.95,0.96,456
easy,12.0,0.02,0.2999999999999999,1.1,0.1,6.0,500,0.98,0.9,272
easy,13.0,0.02,0.3469870314579495,1.1,0.1,6.0,500,0.99,0.86,481
easy,12.0,0.02,0.3469870314579496,2.0,0.1,6.0,500,0.8,0.86,445
easy,13.0,0.02,0.3249615361854384,2.0,0.1,6.0,500,0.9,0.88,390
easy,13.0,0.02,0.3666060555964671,2.0,0.1,6.0,500,0.95,0.84,337
easy,12.0,0.02,0.2999999999999999,2.0,0.1,6.0,500,0.98,0.9,455
easy,12.0,0.02,0.4270831300812525,2.0,0.1,6.0,500,0.99,0.76,486
easy,12.0,0.02,0.3469870314579496,0.0,0.1,8.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,8.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,8.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,8.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.1,8.0,500,0.99,0.86,442
easy,12.0,0.02,0.400499687890016,0.75,0.1,8.0,500,0.8,0.84,442
easy,12.0,0.02,0.2712931993250108,0.75,0.1,8.0,500,0.9,0.92,388
easy,12.0,0.02,0.2374868417407583,0.75,0.1,8.0,500,0.95,0.94,431
easy,12.0,0.02,0.1399999999999999,0.75,0.1,8.0,500,0.98,0.02,182
easy,12.0,0.02,0.1959591794226542,0.75,0.1,8.0,500,0.99,0.96,433
easy,12.0,0.02,0.2999999999999999,0.98,0.1,8.0,500,0.8,0.9,484
easy,12.0,0.02,0.2712931993250109,0.98,0.1,8.0,500,0.9,0.92,427
easy,12.0,0.02,0.2712931993250109,0.98,0.1,8.0,500,0.95,0.92,497
easy,12.0,0.02,0.244131112314674,0.98,0.1,8.0,500,0.98,0.96,456
easy,12.0,0.02,0.3469870314579494,0.98,0.1,8.0,500,0.99,0.86,472
easy,12.0,0.02,0.2374868417407583,1.0,0.1,8.0,500,0.8,0.94,449
easy,12.0,0.02,0.3249615361854385,1.0,0.1,8.0,500,0.9,0.88,439
easy,13.0,0.02,0.1959591794226542,1.0,0.1,8.0,500,0.95,0.96,436
easy,12.0,0.02,0.3,1.0,0.1,8.0,500,0.98,0.9,478
easy,12.0,0.02,0.2712931993250108,1.0,0.1,8.0,500,0.99,0.92,384
easy,12.0,0.02,0.2799999999999999,1.1,0.1,8.0,500,0.8,0.94,499
easy,12.0,0.02,0.2374868417407583,1.1,0.1,8.0,500,0.9,0.94,347
easy,13.0,0.02,0.2,1.1,0.1,8.0,500,0.95,0.98,428
easy,12.0,0.02,0.4270831300812525,1.1,0.1,8.0,500,0.98,0.76,484
easy,12.0,0.02,0.2374868417407583,1.1,0.1,8.0,500,0.99,0.94,467
easy,12.0,0.02,0.3469870314579494,2.0,0.1,8.0,500,0.8,0.86,435
easy,12.0,0.02,0.366606055596467,2.0,0.1,8.0,500,0.9,0.84,491
easy,12.0,0.02,0.3249615361854387,2.0,0.1,8.0,500,0.95,0.88,482
easy,12.0,0.02,0.4270831300812526,2.0,0.1,8.0,500,0.98,0.76,447
easy,12.0,0.02,0.3666060555964671,2.0,0.1,8.0,500,0.99,0.84,492
easy,12.0,0.02,0.3469870314579496,0.0,0.5,2.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,2.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,2.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,2.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,2.0,500,0.99,0.86,442
easy,12.0,0.02,0.3605551275463988,0.75,0.5,2.0,500,0.8,0.88,468
easy,12.0,0.02,0.2999999999999999,0.75,0.5,2.0,500,0.9,0.9,443
easy,12.0,0.02,0.2799999999999998,0.75,0.5,2.0,500,0.95,0.94,459
easy,12.0,0.02,0.1959591794226542,0.75,0.5,2.0,500,0.98,0.96,449
easy,12.0,0.02,0.195959179422654,0.75,0.5,2.0,500,0.99,0.96,492
easy,12.0,0.02,0.3440930106817049,0.98,0.5,2.0,500,0.8,0.92,442
easy,12.0,0.02,0.2999999999999998,0.98,0.5,2.0,500,0.9,0.9,458
easy,12.0,0.02,0.2712931993250107,0.98,0.5,2.0,500,0.95,0.92,457
easy,12.0,0.02,0.2712931993250109,0.98,0.5,2.0,500,0.98,0.92,490
easy,12.0,0.02,0.2999999999999999,0.98,0.5,2.0,500,0.99,0.9,462
easy,12.0,0.02,0.2712931993250108,1.0,0.5,2.0,500,0.8,0.92,443
easy,12.0,0.02,0.3155946767611899,1.0,0.5,2.0,500,0.9,0.94,477
easy,12.0,0.02,0.1959591794226541,1.0,0.5,2.0,500,0.95,0.96,429
easy,12.0,0.02,0.0,1.0,0.5,2.0,500,0.98,0.0,175
easy,12.0,0.02,0.2,1.0,0.5,2.0,500,0.99,0.98,445
easy,12.0,0.02,0.1959591794226541,1.1,0.5,2.0,500,0.8,0.96,397
easy,12.0,0.02,0.3605551275463988,1.1,0.5,2.0,500,0.9,0.88,442
easy,12.0,0.02,0.1399999999999999,1.1,0.5,2.0,500,0.95,0.98,452
easy,12.0,0.02,0.244131112314674,1.1,0.5,2.0,500,0.98,0.96,347
easy,12.0,0.02,0.1399999999999999,1.1,0.5,2.0,500,0.99,0.98,331
easy,12.0,0.02,0.2999999999999999,2.0,0.5,2.0,500,0.8,0.9,497
easy,12.0,0.02,0.3605551275463987,2.0,0.5,2.0,500,0.9,0.88,439
easy,12.0,0.02,0.2374868417407583,2.0,0.5,2.0,500,0.95,0.94,493
easy,12.0,0.02,0.3469870314579497,2.0,0.5,2.0,500,0.98,0.86,491
easy,12.0,0.02,0.3249615361854386,2.0,0.5,2.0,500,0.99,0.88,410
easy,12.0,0.02,0.3469870314579496,0.0,0.5,3.0,500,0.8,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,3.0,500,0.9,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,3.0,500,0.95,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,3.0,500,0.98,0.86,442
easy,12.0,0.02,0.3469870314579496,0.0,0.5,3.0,500,0.99,0.86,442
easy,12.0,0.02,0.3249615361854386,0.75,0.5,3.0,500,0.8,0.88,468
easy,12.0,0.02,0.2999999999999997,0.75,0.5,3.0,500,0.9,0.9,495
easy,12.0,0.02,0.282842712474619,0.75,0.5,3.0,500,0.95,0.96,382
